PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"WHITE, JA; MUNN, LC; WILLIAMS, SE",,,,"WHITE, JA; MUNN, LC; WILLIAMS, SE",,,EDAPHIC AND RECLAMATION ASPECTS OF VESICULAR-ARBUSCULAR MYCORRHIZAE IN WYOMING RED DESERT SOILS,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"UNIV WYOMING,DEPT PLANT SOIL & INSECT SCI,POB 3354,UNIV STN,LARAMIE,WY 82071",,,,,,,,31,14,15,0,0,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,JAN-FEB,1989,53,1,,,,,86,90,,10.2136/sssaj1989.03615995005300010016x,,,5,Soil Science,Agriculture,T7282,WOS:A1989T728200016,,,,,10/31/19
J,"CALL, CA; DAVIES, FT",,,,"CALL, CA; DAVIES, FT",,,EFFECTS OF VESICULAR ARBUSCULAR MYCORRHIZAE ON SURVIVAL AND GROWTH OF PERENNIAL GRASSES IN LIGNITE OVERBURDEN IN TEXAS,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,English,Article,,,,,,,,,"TEXAS A&M UNIV,DEPT HORT SCI,COLLEGE STN,TX 77843","CALL, CA (reprint author), TEXAS A&M UNIV,DEPT RANGE SCI,COLLEGE STN,TX 77843, USA.",,,,,,,31,22,24,1,4,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-8809,,,AGR ECOSYST ENVIRON,Agric. Ecosyst. Environ.,DEC,1988,24,4,,,,,395,405,,10.1016/0167-8809(88)90119-3,,,11,"Agriculture, Multidisciplinary; Ecology; Environmental Sciences",Agriculture; Environmental Sciences & Ecology,R5404,WOS:A1988R540400002,,,,,10/31/19
J,"MENCH, M; MOREL, JL; GUCKERT, A; GUILLET, B",,,,"MENCH, M; MOREL, JL; GUCKERT, A; GUILLET, B",,,METAL-BINDING WITH ROOT EXUDATES OF LOW-MOLECULAR WEIGHT,JOURNAL OF SOIL SCIENCE,,,English,Article,,,,,,,,,"CNRS,CTR PEDOL BIOL,F-54500 VANDOEUVRE,FRANCE","MENCH, M (reprint author), ECOLE NATL SUPER AGRON & IND ALIMENTAIRES,2 AVE FORET HAYE,BP 172,F-54505 VANDOEUVRE,FRANCE.",,"Morel, Jean Louis/I-7560-2012","Morel, Jean Louis/0000-0002-5720-1482",,,,31,93,110,1,17,BLACKWELL SCIENCE LTD,OXFORD,"OSNEY MEAD, OXFORD, OXON, ENGLAND OX2 0EL",0022-4588,,,J SOIL SCI,,DEC,1988,39,4,,,,,521,527,,10.1111/j.1365-2389.1988.tb01236.x,,,7,Soil Science,Agriculture,R8153,WOS:A1988R815300004,,,,,10/31/19
J,"CHAMBER, MA; IRUTHAYATHAS, EE",,,,"CHAMBER, MA; IRUTHAYATHAS, EE",,,NODULATION AND NITROGEN-FIXATION BY FAST-GROWING AND SLOW-GROWING RHIZOBIA STRAINS OF SOYBEAN ON SEVERAL TEMPERATE AND TROPICAL LEGUMES,PLANT AND SOIL,,,English,Article,,,,,,,,,,"CHAMBER, MA (reprint author), ESTAC EXPTL LA RINCONADA,SIA,DGIEA,APDO 13,E-41300 S JOSE RINCONADA,SPAIN.",,,,,,,28,13,14,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,DEC,1988,112,2,,,,,239,245,,10.1007/BF02140001,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,R8075,WOS:A1988R807500011,,,,,10/31/19
J,"KUCHENBUCH, R; WEIGELT, W; JUNG, J",,,,"KUCHENBUCH, R; WEIGELT, W; JUNG, J",,,"MODIFICATION OF ROOT-SHOOT-RATIO OF SUNFLOWER (HELIANTHUS-ANNUUS, L) BY NITROGEN SUPPLY AND A TRIAZOLE-TYPE PLANT-GROWTH REGULATOR",ZEITSCHRIFT FUR PFLANZENERNAHRUNG UND BODENKUNDE,,,English,Article,,,,,,,,,,"KUCHENBUCH, R (reprint author), BASF,LANDWIRTSCH VERSUCHSSTN,POSTFACH 220,D-6703 LIMBURGERHOF,FED REP GER.",,,,,,,14,6,6,0,4,VCH PUBLISHERS INC,DEERFIELD BEACH,"303 NW 12TH AVE, DEERFIELD BEACH, FL 33442-1788",0044-3263,,,Z PFLANZ BODENKUNDE,Z. Pflanzen. Bodenk.,DEC,1988,151,6,,,,,391,394,,10.1002/jpln.19881510608,,,4,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,R9363,WOS:A1988R936300007,,,,,10/31/19
J,"INGHAM, RE",,,,"INGHAM, RE",,,INTERACTIONS BETWEEN NEMATODES AND VESICULAR-ARBUSCULAR MYCORRHIZAE,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,English,Article,,,,,,,,,,"INGHAM, RE (reprint author), OREGON STATE UNIV,DEPT BOT & PLANT PATHOL,CORVALLIS,OR 97331, USA.",,,,,,,40,46,53,0,15,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-8809,,,AGR ECOSYST ENVIRON,Agric. Ecosyst. Environ.,NOV,1988,24,3-Jan,,,,,169,182,,10.1016/0167-8809(88)90064-3,,,14,"Agriculture, Multidisciplinary; Ecology; Environmental Sciences",Agriculture; Environmental Sciences & Ecology,R4255,WOS:A1988R425500014,,,,,10/31/19
J,"MCKAY, HM; MALCOLM, DC",,,,"MCKAY, HM; MALCOLM, DC",,,A COMPARISON OF THE FINE ROOT COMPONENT OF A PURE AND A MIXED CONIFEROUS STAND,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,"UNIV EDINBURGH,DEPT FORESTRY & NAT RESOURCES,EDINBURGH EH9 3JU,SCOTLAND",,,,,,,,42,32,36,0,6,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,NOV,1988,18,11,,,,,1416,1426,,10.1139/x88-220,,,11,Forestry,Forestry,R3516,WOS:A1988R351600009,,,,,10/31/19
J,"NEWMAN, SE; DAVIES, FT",,,,"NEWMAN, SE; DAVIES, FT",,,"INFLUENCE OF FIELD BED POSITION, GROUND SURFACE COLOR, MYCORRHIZAL FUNGI, AND HIGH ROOT-ZONE TEMPERATURE IN WOODY PLANT CONTAINER PRODUCTION",PLANT AND SOIL,,,English,Article,,,,,,,,,"TEXAS A&M UNIV,DEPT HORT SCI,COLLEGE STN,TX 77843",,,,,,,,22,4,5,0,1,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,NOV,1988,112,1,,,,,29,35,,10.1007/BF02181749,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,R6648,WOS:A1988R664800005,,,,,10/31/19
J,"JENKINS, MB; VIRGINIA, RA; JARRELL, WM",,,,"JENKINS, MB; VIRGINIA, RA; JARRELL, WM",,,DEPTH DISTRIBUTION AND SEASONAL POPULATIONS OF MESQUITE-NODULATING RHIZOBIA IN WARM DESERT ECOSYSTEMS,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"SAN DIEGO STATE UNIV,DEPT BIOL,SAN DIEGO,CA 92182; SAN DIEGO STATE UNIV,SYST ECOL RES GRP,SAN DIEGO,CA 92182; UNIV CALIF RIVERSIDE,DEPT SOIL & ENVIRONM SCI,RIVERSIDE,CA 92521; OREGON GRAD CTR,DEPT ENVIRONM SCI & ENGN,BEAVERTON,OR 97006",,,,,,,,29,40,42,1,6,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,NOV-DEC,1988,52,6,,,,,1644,1650,,10.2136/sssaj1988.03615995005200060026x,,,7,Soil Science,Agriculture,R6741,WOS:A1988R674100026,,,,,10/31/19
J,"JOHNSON, NC; MCGRAW, AC",,,,"JOHNSON, NC; MCGRAW, AC",,,VESICULAR ARBUSCULAR MYCORRHIZAE IN TACONITE TAILINGS .1. INCIDENCE AND SPREAD OF ENDOGONACEOUS FUNGI FOLLOWING RECLAMATION,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,English,Article,,,,,,,,,"UNIV WISCONSIN,DEPT BOT,MADISON,WI 53706; ARGONNE NATL LAB,LAND RECLAMAT PROGRAM,ARGONNE,IL 60439",,,,,,,,40,14,14,0,5,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-8809,,,AGR ECOSYST ENVIRON,Agric. Ecosyst. Environ.,OCT,1988,21,4-Mar,,,,,135,142,,,,,8,"Agriculture, Multidisciplinary; Ecology; Environmental Sciences",Agriculture; Environmental Sciences & Ecology,Q4913,WOS:A1988Q491300001,,,,,10/31/19
J,"JOHNSON, NC; MCGRAW, AC",,,,"JOHNSON, NC; MCGRAW, AC",,,VESICULAR ARBUSCULAR MYCORRHIZAE IN TACONITE TAILINGS .2. EFFECTS OF RECLAMATION PRACTICES,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,English,Article,,,,,,,,,"UNIV WISCONSIN,DEPT BOT,MADISON,WI 53706; ARGONNE NATL LAB,LAND RECLAMAT PROGRAM,ARGONNE,IL 60439",,,,,,,,30,12,12,0,1,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-8809,,,AGR ECOSYST ENVIRON,Agric. Ecosyst. Environ.,OCT,1988,21,4-Mar,,,,,143,152,,,,,10,"Agriculture, Multidisciplinary; Ecology; Environmental Sciences",Agriculture; Environmental Sciences & Ecology,Q4913,WOS:A1988Q491300002,,,,,10/31/19
J,"IDSO, SB; KIMBALL, BA; MAUNEY, JR",,,,"IDSO, SB; KIMBALL, BA; MAUNEY, JR",,,"EFFECTS OF ATMOSPHERIC CO2 ENRICHMENT ON ROOT - SHOOT RATIOS OF CARROT, RADISH, COTTON AND SOYBEAN",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,English,Article,,,,,,,,,"WESTERN COTTON RES LAB,PHOENIX,AZ 85040","IDSO, SB (reprint author), US WATER CONSERVAT LAB,4331 E BROADWAY,PHOENIX,AZ 85040, USA.",,,,,,,39,38,40,0,12,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-8809,,,AGR ECOSYST ENVIRON,Agric. Ecosyst. Environ.,OCT,1988,21,4-Mar,,,,,293,299,,10.1016/0167-8809(88)90095-3,,,7,"Agriculture, Multidisciplinary; Ecology; Environmental Sciences",Agriculture; Environmental Sciences & Ecology,Q4913,WOS:A1988Q491300014,,,,,10/31/19
J,"ARINES, J; VILARINO, A; SAINZ, M",,,,"ARINES, J; VILARINO, A; SAINZ, M",,,FINE AND COARSE MYCORRHIZAL FUNGI ON RED-CLOVER PLANTS IN ACID SOILS - ROOT COLONIZATION AND PLANT-RESPONSES,PLANT AND SOIL,,,English,Article,,,,,,,,,,"ARINES, J (reprint author), INST INVEST AGROBIOL GALICIA, UNIDAD ESTRUCTURAL FISOL VEGETAL, APARTADO 122, E-15080 SANTIAGO, SPAIN.",,"Sainz, Maria J./AAA-9355-2019","Sainz, Maria J./0000-0002-8787-8339",,,,38,9,9,0,4,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0032-079X,1573-5036,,PLANT SOIL,Plant Soil,SEP,1988,111,1,,,,,135,145,,10.1007/BF02182047,,,11,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,R2385,WOS:A1988R238500018,,,,,10/31/19
J,"BURKE, MK; LEBLANC, DC",,,,"BURKE, MK; LEBLANC, DC",,,RAPID MEASUREMENT OF FINE ROOT LENGTH USING PHOTOELECTRONIC IMAGE-ANALYSIS,ECOLOGY,,,English,Article,,,,,,,,,,"BURKE, MK (reprint author), SUNY COLL ENVIRONM SCI & FORESTRY,SYRACUSE,NY 13210, USA.",,,,,,,12,14,14,0,0,ECOLOGICAL SOC AMER,WASHINGTON,"2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",Dec-58,,,ECOLOGY,Ecology,AUG,1988,69,4,,,,,1286,1289,,10.2307/1941284,,,4,Ecology,Environmental Sciences & Ecology,P7235,WOS:A1988P723500048,,,,,10/31/19
J,"WILSON, DO",,,,"WILSON, DO",,,DIFFERENTIAL PLANT-RESPONSE TO INOCULATION WITH 2 VA MYCORRHIZAL FUNGI ISOLATED FROM A LOW-PH SOIL,PLANT AND SOIL,,,English,Article,,,,,,,,,,"WILSON, DO (reprint author), GEORGIA EXPTL STN,DEPT AGRON,GRIFFIN,GA 30223, USA.",,,,,,,27,13,15,0,5,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,AUG,1988,110,1,,,,,69,75,,10.1007/BF02143541,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,Q2758,WOS:A1988Q275800010,,,,,10/31/19
J,"MASER, C; MASER, Z",,,,"MASER, C; MASER, Z",,,"INTERACTIONS AMONG SQUIRRELS, MYCORRHIZAL FUNGI, AND CONIFEROUS FORESTS IN OREGON",GREAT BASIN NATURALIST,,,English,Article,,,,,,,,,,"MASER, C (reprint author), US DEPT INTERIOR,BUR LAND MANAGEMENT,3200 JEFFERSON WAY,CORVALLIS,OR 97331, USA.",,,,,,,0,49,54,1,8,BRIGHAM YOUNG UNIV,PROVO,"290 LIFE SCIENCE MUSEUM, PROVO, UT 84602",0017-3614,,,GREAT BASIN NAT,Gt. Basin Nat.,31-Jul,1988,48,3,,,,,358,369,,,,,12,Ecology,Environmental Sciences & Ecology,AP420,WOS:A1988AP42000008,,,,,10/31/19
J,"PUEPPKE, SG",,,,"PUEPPKE, SG",,,NODULATING ASSOCIATIONS AMONG RHIZOBIA AND LEGUMES OF THE GENUS GLYCINE SUBGENUS GLYCINE,PLANT AND SOIL,,,English,Article,,,,,,,,,,"PUEPPKE, SG (reprint author), UNIV MISSOURI,DEPT PLANT PATHOL,COLUMBIA,MO 65211, USA.",,,,,,,23,7,7,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,JUL,1988,109,2,,,,,189,193,,10.1007/BF02202083,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,P5696,WOS:A1988P569600005,,,,,10/31/19
J,"KLOPATEK, CC; DEBANO, LF; KLOPATEK, JM",,,,"KLOPATEK, CC; DEBANO, LF; KLOPATEK, JM",,,EFFECTS OF SIMULATED FIRE ON VESICULAR-ARBUSCULAR MYCORRHIZAE IN PINYON-JUNIPER WOODLAND SOIL,PLANT AND SOIL,,,English,Article,,,,,,,,,"ARIZONA STATE UNIV,DEPT BOT & MICROBIOL,TEMPE,AZ 85287","KLOPATEK, CC (reprint author), US FOREST SERV,FORESTRY SCI LAB,ROCKY MT FOREST & RANGE EXPT STN,ARIZONA STATE UNIV CAMPUS,TEMPE,AZ 85287, USA.",,,,,,,24,51,53,0,10,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,JUL,1988,109,2,,,,,245,249,,10.1007/BF02202090,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,P5696,WOS:A1988P569600012,,,,,10/31/19
J,"Kottke, I; Oberwinkler, F",,,,"Kottke, Ingrid; Oberwinkler, Franz",,,Comparative studies on the mycorrhization of Larix decidua and Picea abies by Suillus grevillei,TREES-STRUCTURE AND FUNCTION,,,English,Article,,,,,,Mycorrhiza; Cell wall protuberances; Suillus grevillei; Picea abies; Larix decidua,,"Mycorrhization of Picea abies has been achieved, for the first time, with six strains of Suillus grevillei by a new culture method, using activated charcoal paper and liquid medium as a substrate. Mycorrhization of P. abies and Larix decidua was compared, and the process was found to be significantly different in the two tree species. S. grevillei is not incompatible with P. abies, but it forms mycorrhizae more readily with L. decidua. Hyphal growth was clearly stimulated on the surface of roots of Larix but retarded on Picea. A well organized Hartig net was formed with both tree species, but wall protuberances were frequently observed on the outer cell walls of Picea cortex cells when the Hartig net was not fully developed. No conspicuous cell wall reactions occurred in Larix roots. Cell wall protuberances may be comparable to those in transfer cells and are interpreted as an alternative to Hartig net development. Anatomical differences between roots of Larix and Picea, and physiologically active substances such as recognition factors on the root surfaces, are discussed with respect to their responsibility for the different reactions of S. grevillei.","[Kottke, Ingrid; Oberwinkler, Franz] Univ Tubingen, Inst Biol 1, Spezielle Bot & Bot Garten, D-7400 Tubingen, Germany","Kottke, I (reprint author), Univ Tubingen, Inst Biol 1, Spezielle Bot & Bot Garten, Morgenstelle 1, D-7400 Tubingen, Germany.",,,,Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG),The authors are indebted to Dr. M. Berbee for kindly discussing the manuscript and correcting the English. The skilful technical assistance of O. Ebinger-Gabele is gratefully appreciated. The investigations were supported by a grant from the Deutsche Forschungsgemeinschaft.,,33,23,24,0,3,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",0931-1890,,,TREES-STRUCT FUNCT,Trees-Struct. Funct.,JUL,1988,2,2,,,,,115,128,,,,,14,Forestry,Forestry,V10CQ,WOS:000207442500008,,,,,10/31/19
J,"SATO, T; SUGAWARA, S",,,,"SATO, T; SUGAWARA, S",,,BIOCHEMICAL AND SEROLOGICAL CHARACTERISTICS OF 2 SIMILAR SOYBEAN RHIZOBIA,SOIL SCIENCE AND PLANT NUTRITION,,,English,Article,,,,,,,,,,"SATO, T (reprint author), OBIHIRO UNIV AGR & VET MED,DEPT AGR CHEM,OBIHIRO,HOKKAIDO 080,JAPAN.",,,,,,,16,1,1,0,0,JAPANESE SOC SOIL SCIENCE PLANT NUTRITION,TOKYO,"BUSINESS CENTER ACAD SOC JAPAN 16-9, HONKOMAGOME 5-CHOME, BUNKYO-KU, TOKYO 113, JAPAN",0038-0768,,,SOIL SCI PLANT NUTR,Soil Sci. Plant Nutr.,JUN,1988,34,2,,,,,241,246,,10.1080/00380768.1988.10415678,,,6,Plant Sciences; Environmental Sciences; Soil Science,Plant Sciences; Environmental Sciences & Ecology; Agriculture,P1286,WOS:A1988P128600009,,,,,10/31/19
J,"DELACRUZ, RE; MANALO, MQ; AGGANGAN, NS; TAMBALO, JD",,,,"DELACRUZ, RE; MANALO, MQ; AGGANGAN, NS; TAMBALO, JD",,,GROWTH OF 3 LEGUME TREES INOCULATED WITH VA MYCORRHIZAL FUNGI AND RHIZOBIUM,PLANT AND SOIL,,,English,Article,,,,,,,,,,"DELACRUZ, RE (reprint author), UNIV PHILIPPINES,COLL FORESTRY,LOS BANOS 3720,PHILIPPINES.",,,,,,,10,30,34,0,5,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,MAY,1988,108,1,,,,,111,115,,10.1007/BF02370105,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,P2703,WOS:A1988P270300014,,,,,10/31/19
J,"LI, DM; ALEXANDER, M",,,,"LI, DM; ALEXANDER, M",,,CO-INOCULATION WITH ANTIBIOTIC-PRODUCING BACTERIA TO INCREASE COLONIZATION AND NODULATION BY RHIZOBIA,PLANT AND SOIL,,,English,Article,,,,,,,,,,"LI, DM (reprint author), CORNELL UNIV,DEPT AGRON,SOIL MICROBIOL LAB,ITHACA,NY 14853, USA.",,,,,,,17,78,83,1,3,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,MAY,1988,108,2,,,,,211,219,,10.1007/BF02375651,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,P4095,WOS:A1988P409500002,,,,,10/31/19
J,"FEIL, W; KOTTKE, I; OBERWINKLER, F",,,,"FEIL, W; KOTTKE, I; OBERWINKLER, F",,,THE EFFECT OF DROUGHT ON MYCORRHIZAL PRODUCTION AND VERY FINE ROOT-SYSTEM DEVELOPMENT OF NORWAY SPRUCE UNDER NATURAL AND EXPERIMENTAL CONDITIONS,PLANT AND SOIL,,,English,Article,,,,,,,,,,"FEIL, W (reprint author), UNIV TUBINGEN,LEHRSTUHL SPEZIELLE BOT,MORGENSTELLE 1,D-7400 TUBINGEN 1,FED REP GER.",,,,,,,21,26,31,0,4,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,MAY,1988,108,2,,,,,221,231,,10.1007/BF02375652,,,11,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,P4095,WOS:A1988P409500003,,,,,10/31/19
J,"HAUG, I; WEBER, G; OBERWINKLER, F",,,,"HAUG, I; WEBER, G; OBERWINKLER, F",,,INTRACELLULAR INFECTION BY FUNGI IN MYCORRHIZAE OF DAMAGED SPRUCE TREES,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,English,Article,,,,,,,,,,"HAUG, I (reprint author), UNIV TUBINGEN, LEHRSTUHL SPEZIELLE BOT, AUF MORGENSTELLE 1, D-7400 TUBINGEN 1, GERMANY.",,,,,,,21,17,18,0,0,BLACKWELL VERLAG GMBH,BERLIN,"KURFURSTENDAMM 58, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,APR,1988,18,2,,,,,112,120,,,,,9,Forestry,Forestry,N1285,WOS:A1988N128500006,,,,,10/31/19
J,"GARDNER, JH; MALAJCZUK, N",,,,"GARDNER, JH; MALAJCZUK, N",,,RECOLONIZATION OF REHABILITATED BAUXITE MINE SITES IN WESTERN-AUSTRALIA BY MYCORRHIZAL FUNGI,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,,,,"CSIRO,DIV FORESTRY & FOREST PROD,WEMBLEY,WA 6014,AUSTRALIA","GARDNER, JH (reprint author), ALCOA AUSTRALIA LTD,BOORAGOON,WA 6154,AUSTRALIA.",,,,,,,37,61,65,0,5,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,APR,1988,24,1,,,,,27,42,,10.1016/0378-1127(88)90022-9,,,16,Forestry,Forestry,N8791,WOS:A1988N879100003,,,,,10/31/19
J,"EICHHORN, J; GARTNER, E; HUTTERMANN, A",,,,"EICHHORN, J; GARTNER, E; HUTTERMANN, A",,,"ROOT-TIP FREQUENCY OF FINE ROOTS, A FUNCTIONAL PARAMETER FOR FOREST DECLINE OF NORWAY SPRUCE",ALLGEMEINE FORST UND JAGDZEITUNG,,,German,Article,,,,,,,,,,"EICHHORN, J (reprint author), HESS FORSTLICHEN VERSUCHSANSTALT,HANN MUNDEN,FED REP GER.",,,,,,,0,5,5,0,0,SAUERLANDERS VERLAG,FRANKFURT,"FINKENHOFSTRASSE 21, W-6000 FRANKFURT, GERMANY",Feb-52,,,ALLG FORST JAGDZTG,Allg. Forst Jagdztg.,MAR-APR,1988,159,4-Mar,,,,,37,42,,,,,6,Forestry,Forestry,N2619,WOS:A1988N261900001,,,,,10/31/19
J,"MEDINA, OA; SYLVIA, DM; KRETSCHMER, AE",,,,"MEDINA, OA; SYLVIA, DM; KRETSCHMER, AE",,,RESPONSE OF SIRATRO TO VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI .1. SELECTION OF EFFECTIVE VESICULAR-ARBUSCULAR FUNGI IN AMENDED SOIL,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"UNIV FLORIDA,DEPT SOIL SCI,GAINESVILLE,FL 32611; AGR RES & EDUC CTR,FT PIERCE,FL 33454",,,,,,,,24,12,12,0,2,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,MAR-APR,1988,52,2,,,,,416,419,,10.2136/sssaj1988.03615995005200020020x,,,4,Soil Science,Agriculture,N1901,WOS:A1988N190100020,,,,,10/31/19
J,"MEDINA, OA; SYLVIA, DM; KRETSCHMER, AE",,,,"MEDINA, OA; SYLVIA, DM; KRETSCHMER, AE",,,RESPONSE OF SIRATRO TO VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI .2. EFFICACY OF SELECTED VESICULAR-ARBUSCULAR FUNGI AT DIFFERENT PHOSPHORUS LEVELS,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"UNIV FLORIDA,DEPT SOIL SCI,GAINESVILLE,FL 32611; AGR RES & EDUC CTR,FT PIERCE,FL 33454",,,,,,,,27,7,7,0,1,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,MAR-APR,1988,52,2,,,,,420,423,,10.2136/sssaj1988.03615995005200020021x,,,4,Soil Science,Agriculture,N1901,WOS:A1988N190100021,,,,,10/31/19
J,"WEISS, M; AGERER, R",,,,"WEISS, M; AGERER, R",,,3 UNIDENTIFIED MYCORRHIZAE OF PICEA-ABIES (L) KARST GROWN IN A NURSERY .12.,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,German,Article,,,,,,,,,,"WEISS, M (reprint author), UNIV MUNICH,INST SYSTEMAT BOT,MENZINGERSTR 67,D-8000 MUNICH 19,FED REP GER.",,,,,,,30,9,10,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,FEB,1988,18,1,,,,,26,43,,,,,18,Forestry,Forestry,M5832,WOS:A1988M583200004,,,,,10/31/19
